STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,SNOW,SNWD,TMAX,TMIN
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/2/1970,0,0,81,64
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/3/1970,0,0,84,57
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/4/1970,0,0,76,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/5/1970,0,0,76,51
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/6/1970,0,0,81,53
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/7/1970,0,0,81,58
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/8/1970,0,0,84,57
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/9/1970,0,0,82,61
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/10/1970,0,0,82,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/11/1970,0,0,86,54
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/12/1970,0,0,86,57
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/13/1970,0,0,87,58
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/14/1970,0,0,89,59
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/15/1970,0,0,88,60
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/16/1970,0,0,84,61
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/17/1970,0,0,82,66
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/18/1970,0,0,85,52
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/19/1970,0,0,87,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/20/1970,0,0,80,63
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/21/1970,0,0,78,58
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/22/1970,0,0,84,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/23/1970,0,0,79,67
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/24/1970,0,0,78,57
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/25/1970,0,0,80,53
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/26/1970,0,0,83,53
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/27/1970,0,0,85,55
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/28/1970,0,0,85,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/29/1970,0,0,82,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/30/1970,0,0,85,63
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,8/31/1970,0,0,76,60
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/1/1970,0,0,73,46
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/2/1970,0,0,78,43
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/3/1970,0,0,85,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/4/1970,0,0,83,67
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/5/1970,0,0,78,62
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/6/1970,0,0,76,52
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/7/1970,0,0,81,50
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/8/1970,0,0,86,55
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/9/1970,0,0,83,63
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/10/1970,0,0,82,63
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/11/1970,0,0,73,48
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/12/1970,0,0,77,45
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/13/1970,0,0,82,53
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/14/1970,0,0,81,59
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/15/1970,0,0,86,65
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/16/1970,0,0,84,61
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/17/1970,0,0,86,53
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/18/1970,0,0,74,63
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/19/1970,0,0,73,53
USC00364214,"INDIANA 3 SE, PA US",40.5972,-79.1186,335.9,9/20/1970,0,0,82,48
