StationCode,ObDate,Snowfall,Snowdepth,TempMax,TempMin
USC00364214,1976-01-31,1,5,32,19
USC00364214,1976-02-01,0.20000000000000001,5,39,28
USC00364214,1976-02-02,0,3,36,-10
USC00364214,1976-02-03,0,3,32,-3
USC00364214,1976-02-04,0,3,37,16
USC00364214,1976-02-05,0,2,30,21
USC00364214,1976-02-06,2.5,4,29,17
USC00364214,1976-02-07,0.5,4,20,11
USC00364214,1976-02-08,0.29999999999999999,4,29,15
USC00364214,1976-02-09,2,5,31,3
USC00364214,1976-02-10,0,4,56,13
USC00364214,1976-02-11,0,2,49,34
USC00364214,1976-02-12,0.10000000000000001,1,49,22
USC00364214,1976-02-13,0,1,52,28
USC00364214,1976-03-10,3.3999999999999999,2,47,26
USC00364214,1976-03-17,4,4,29,15
USC00364214,1976-03-18,0,2,42,8
USC00364214,1976-11-22,1.6000000000000001,1,32,21
USC00364214,1976-11-23,0.5,1,29,23
USC00364214,1976-11-24,0,1,30,20
USC00364214,1976-11-25,1,2,42,26
USC00364214,1976-11-29,1.5,2,34,14
USC00364214,1976-11-30,0,2,18,2
USC00364214,1976-12-01,0,1,36,4
USC00364214,1976-12-02,2,3,32,13
USC00364214,1976-12-03,1,3,19,-8
USC00364214,1976-12-04,1,3,33,16
USC00364214,1976-12-05,1,3,36,14
USC00364214,1976-12-06,0,3,43,10
USC00364214,1976-12-17,0.5,1,38,27
USC00364214,1976-12-18,0.20000000000000001,1,36,18
USC00364214,1976-12-19,0,1,55,17
USC00364214,1976-12-21,1.5,2,33,11
USC00364214,1976-12-22,0.40000000000000002,2,24,10
USC00364214,1976-12-23,0,1,29,14
USC00364214,1976-12-24,2,3,22,4
USC00364214,1976-12-25,0,2,40,6
USC00364214,1976-12-26,2,4,35,22
USC00364214,1976-12-27,2,5,26,11
USC00364214,1976-12-28,0.69999999999999996,5,33,17
USC00364214,1976-12-29,1.2,5,28,7
USC00364214,1976-12-30,0.29999999999999999,5,20,-6
USC00364214,1976-12-31,1.1000000000000001,6,20,2
USC00364214,1977-01-01,0.20000000000000001,5,12,2
USC00364214,1977-01-02,1,6,22,8
USC00364214,1977-01-03,0,6,26,2
USC00364214,1977-01-04,1,6,28,17
USC00364214,1977-01-05,0.10000000000000001,5,31,2
USC00364214,1977-01-06,0,4,31,4
USC00364214,1977-01-07,4.2000000000000002,8,30,11
USC00364214,1977-01-08,2.2000000000000002,10,22,-7
USC00364214,1977-01-09,0,10,23,9
USC00364214,1977-01-10,3.5,12,29,8
USC00364214,1977-01-11,2.2000000000000002,14,12,5
USC00364214,1977-01-12,0.5,14,10,-1
USC00364214,1977-01-13,0.5,14,18,-15
USC00364214,1977-01-14,0.29999999999999999,14,35,17
USC00364214,1977-01-15,3.7999999999999998,18,35,21
USC00364214,1977-01-16,2,20,24,-5
USC00364214,1977-01-17,0.29999999999999999,20,-1,-13
USC00364214,1977-01-18,0.80000000000000004,21,7,-7
USC00364214,1977-01-19,0.5,21,13,-6
USC00364214,1977-01-20,3,23,22,2
USC00364214,1977-01-21,0.5,21,20,3
USC00364214,1977-01-22,1,22,18,10
USC00364214,1977-01-23,0,22,22,-6
USC00364214,1977-01-24,0,20,32,11
USC00364214,1977-01-25,2.5,20,31,25
USC00364214,1977-01-26,3,21,31,19
USC00364214,1977-01-27,1.8,23,31,3
USC00364214,1977-01-28,0,22,42,-2
USC00364214,1977-01-29,2,24,9,-10
USC00364214,1977-01-30,0,24,10,1
USC00364214,1977-01-31,0.10000000000000001,24,16,-4
USC00364214,1977-02-01,0.40000000000000002,24,18,9
USC00364214,1977-02-02,0.59999999999999998,24,26,12
USC00364214,1977-02-03,1.7,25,34,10
USC00364214,1977-02-04,3,28,34,25
USC00364214,1977-02-05,4.5,32,32,7
USC00364214,1977-02-06,0.80000000000000004,33,11,-1
USC00364214,1977-02-07,0.10000000000000001,33,17,5
USC00364214,1977-02-08,0,33,25,-18
USC00364214,1977-02-09,0,31,37,-6
USC00364214,1977-02-10,0,28,47,18
USC00364214,1977-02-11,0,22,51,25
USC00364214,1977-02-12,0,16,43,22
USC00364214,1977-02-13,0,12,43,31
USC00364214,1977-02-14,0.40000000000000002,10,38,29
USC00364214,1977-02-15,2.2000000000000002,12,32,16
USC00364214,1977-02-16,0.29999999999999999,12,19,9
USC00364214,1977-02-17,0,12,21,0
USC00364214,1977-02-18,0,10,38,-3
USC00364214,1977-02-19,1,8,37,30
USC00364214,1977-02-20,2,10,34,19
USC00364214,1977-02-21,0,9,25,10
USC00364214,1977-02-22,0,8,54,9
USC00364214,1977-02-23,0,5,64,32
USC00364214,1977-02-24,0,2,54,32
USC00364214,1977-02-25,0,1,51,33
USC00364214,1977-02-28,0.80000000000000004,1,36,25
USC00364214,1977-03-01,0.5,1,37,24
USC00364214,1977-04-06,1.3,1,37,30
USC00364214,1977-11-27,1.3,1,26,13
USC00364214,1977-11-28,2,3,35,20
USC00364214,1977-11-29,0.80000000000000004,3,37,15
USC00364214,1977-11-30,0.29999999999999999,1,46,32
USC00364214,1977-12-05,0.80000000000000004,1,38,20
USC00364214,1977-12-06,1,1,42,23
USC00364214,1977-12-07,1.3,2,24,5
USC00364214,1977-12-08,1.5,3,30,5
USC00364214,1977-12-09,7,8,36,5
USC00364214,1977-12-10,1,6,12,2
USC00364214,1977-12-11,0.80000000000000004,7,15,1
USC00364214,1977-12-12,0.20000000000000001,6,36,-4
USC00364214,1977-12-13,0,4,47,33
USC00364214,1977-12-14,0,2,48,33
USC00364214,1977-12-28,0.80000000000000004,1,16,-2
USC00364214,1977-12-29,0.5,1,28,13
USC00364214,1977-12-30,0,1,43,17
USC00364214,1978-01-02,2,2,35,17
USC00364214,1978-01-03,1.3999999999999999,3,20,7
USC00364214,1978-01-04,0,3,35,-3
USC00364214,1978-01-05,0,2,41,16
USC00364214,1978-01-06,1,2,40,32
USC00364214,1978-01-07,0,1,44,34
USC00364214,1978-01-09,5,5,50,3
USC00364214,1978-01-10,1,5,8,-1
USC00364214,1978-01-11,0.20000000000000001,5,15,6
USC00364214,1978-01-12,0.10000000000000001,5,24,1
USC00364214,1978-01-13,0.5,6,32,18
USC00364214,1978-01-14,5,11,27,16
USC00364214,1978-01-15,2.5,13,19,12
USC00364214,1978-01-16,0.20000000000000001,13,21,12
USC00364214,1978-01-17,2.2000000000000002,15,27,17
USC00364214,1978-01-18,10,23,26,21
USC00364214,1978-01-19,0,21,26,10
USC00364214,1978-01-20,4.2999999999999998,23,26,21
USC00364214,1978-01-21,8.1999999999999993,30,24,15
USC00364214,1978-01-22,2.5,30,26,8
USC00364214,1978-01-23,0.29999999999999999,28,30,-14
USC00364214,1978-01-24,0,26,41,-3
USC00364214,1978-01-25,0,18,45,30
USC00364214,1978-01-26,0,10,38,8
USC00364214,1978-01-27,2,12,14,4
USC00364214,1978-01-28,2,14,15,8
USC00364214,1978-01-29,2,16,17,10
USC00364214,1978-01-30,5,20,20,12
USC00364214,1978-01-31,1.8999999999999999,19,17,-5
USC00364214,1978-02-01,1.2,19,18,9
USC00364214,1978-02-02,0,16,25,10
USC00364214,1978-02-03,0.10000000000000001,15,25,5
USC00364214,1978-02-04,0,13,26,-11
USC00364214,1978-02-05,0,12,27,1
USC00364214,1978-02-06,2.2000000000000002,12,23,6
USC00364214,1978-02-07,3.5,15,18,5
USC00364214,1978-02-08,0.29999999999999999,15,31,6
USC00364214,1978-02-09,0,13,35,-5
USC00364214,1978-02-10,0,11,26,-8
USC00364214,1978-02-11,0.20000000000000001,8,28,2
USC00364214,1978-02-12,0,6,31,5
USC00364214,1978-02-13,0,6,30,4
USC00364214,1978-02-14,2.2000000000000002,8,30,14
USC00364214,1978-02-15,0,7,30,0
USC00364214,1978-02-16,0.20000000000000001,6,34,11
USC00364214,1978-02-17,0.29999999999999999,5,34,25
USC00364214,1978-02-18,0.20000000000000001,6,29,15
USC00364214,1978-02-19,2,8,25,-7
USC00364214,1978-02-20,0,6,33,-11
USC00364214,1978-02-21,0,6,25,3
USC00364214,1978-02-22,0.20000000000000001,6,20,-6
USC00364214,1978-02-23,0,6,32,0
USC00364214,1978-02-24,1,7,30,19
USC00364214,1978-02-25,0.20000000000000001,7,38,25
USC00364214,1978-02-26,1,8,32,23
USC00364214,1978-02-27,0.59999999999999998,7,27,12
USC00364214,1978-02-28,0.10000000000000001,7,37,5
USC00364214,1978-03-01,0,6,29,18
USC00364214,1978-03-02,0.29999999999999999,6,26,-5
USC00364214,1978-03-03,1,7,29,19
USC00364214,1978-03-04,1,8,25,14
USC00364214,1978-03-05,1,8,25,9
USC00364214,1978-03-06,0,8,32,4
USC00364214,1978-03-07,0,8,36,-1
USC00364214,1978-03-08,0,7,33,25
USC00364214,1978-03-09,0.10000000000000001,7,49,21
USC00364214,1978-03-10,0,6,49,30
USC00364214,1978-03-11,0,4,48,18
USC00364214,1978-03-12,0,3,39,32
USC00364214,1978-03-13,0,3,49,28
USC00364214,1978-03-14,0,2,54,36
USC00364214,1978-03-15,0,1,44,35
USC00364214,1978-03-16,1.5,2,39,31
USC00364214,1978-03-17,2.1000000000000001,1,34,24
USC00364214,1978-03-18,1.5,1,35,19
USC00364214,1978-11-27,1.5,2,38,28
USC00364214,1978-12-10,1.1000000000000001,1,26,13
